@relation basefightstraining
@attribute fight_outcome {D,L,W}

@attribute fight_country {Japan,Philippines,Nicaragua,Thailand,Panama,Indonesia,Mexico,Argentina,'United Kingdom','South Africa',Brazil,France,Australia,USA,'Costa Rica',Ecuador,Colombia,Bolivia,Belgium,China,Canada,Tanzania,Spain,Chile,Russia,'Dominican Republic',Belarus,Italy,Kyrgyzstan,Kazakhstan,Venezuela,Namibia,Monaco,Laos,Georgia,Finland,Switzerland,Hungary,Germany,'Czech Republic','New Zealand',Croatia,'Puerto Rico',Singapore,Poland,Denmark,Macedonia,Ukraine,Ireland,Latvia,Slovakia,Austria,'Bosnia And Herzegovina',Slovenia,Azerbaijan,Honduras,Peru,Romania,'South Korea','United Arab Emirates',Haiti,Luxembourg,Estonia,Turkey,Netherlands,Greece,Martinique,Albania,'Trinidad And Tobago','French Polynesia',Sweden,Uruguay,Kenya,Kosovo,Serbia,Morocco,Ghana,Egypt,Uganda,Portugal,'Congo (Democratic Republic Of The)',Montenegro,Moldova,Lithuania,Algeria,Guyana,Fiji,Bulgaria,Aruba,Timor-Leste,Malta,'U.S. Virgin Islands','New Caledonia',Paraguay,Uzbekistan,Benin}

@attribute fight_scheduled {3,4,5,6,8,9,10,11,12}

@attribute fight_division {bantamweight,cruiserweight,featherweight,flyweight,heavyweight,'light flyweight','light heavyweight',lightweight,middleweight,minimumweight,'super bantamweight','super featherweight','super flyweight','super lightweight','super middleweight','super welterweight',welterweight}

@attribute boxer_localOvisitante {LOCAL,VISITANTE}
@attribute boxer_years_since_debut numeric

@attribute boxer_stance {orthodox,southpaw}
@attribute boxer_fights numeric

@attribute boxer_won numeric
@attribute Boxer_last_6_score numeric
@attribute boxer_last2 {'{w,l}','{d,l}','{l,w}','{l,l}','{w,w}','{w,d}','{d,w}','{d,d}','{l,d}'}
@attribute opponent_localOvisitante {LOCAL,VISITANTE}

@attribute opponent_years_since-debut numeric

@attribute opponent_stance {southpaw,orthodox}
@attribute opponent_fights numeric
@attribute opponent_won numeric

@attribute opponent_last6_score numeric

@attribute opponent_last2 {'{w,l}','{l,w}','{d,l}','{l,l}','{w,w}','{w,d}','{d,d}','{l,d}','{d,w}'}

@attribute boxer_age2 numeric
@attribute opponent_age2 numeric


@data
L,Philippines,8,'super bantamweight',LOCAL,3,orthodox,11,91,6,'{w,w}',LOCAL,1,orthodox,7,71,4,'{l,w}',22,23
L,'United Kingdom',10,featherweight,LOCAL,5,orthodox,21,38,-4,'{l,l}',LOCAL,2,orthodox,8,100,6,'{w,w}',29,24
L,Philippines,10,flyweight,LOCAL,6,orthodox,31,32,-2,'{l,l}',LOCAL,9,orthodox,42,45,0,'{l,l}',28,27
L,Argentina,10,flyweight,VISITANTE,2,southpaw,12,75,2,'{w,w}',LOCAL,5,orthodox,18,89,4,'{w,w}',27,27
W,Mexico,10,middleweight,LOCAL,3,southpaw,22,100,6,'{w,w}',VISITANTE,11,orthodox,36,72,-4,'{l,l}',20,33
D,Thailand,8,flyweight,VISITANTE,4,southpaw,24,58,0,'{w,w}',LOCAL,6,orthodox,25,76,6,'{w,w}',22,23
W,Nicaragua,10,'light flyweight',LOCAL,3,orthodox,17,76,4,'{w,w}',LOCAL,6,orthodox,20,60,0,'{l,l}',23,27
L,Philippines,12,'light flyweight',VISITANTE,4,orthodox,23,87,4,'{w,w}',LOCAL,9,orthodox,32,97,4,'{w,w}',23,26
L,Philippines,10,'super featherweight',LOCAL,7,southpaw,29,72,2,'{w,w}',LOCAL,6,southpaw,18,89,3,'{w,w}',28,22
L,Argentina,10,flyweight,LOCAL,7,orthodox,22,55,-5,'{d,l}',LOCAL,19,orthodox,64,80,1,'{w,w}',28,44
L,Italy,12,'super welterweight',LOCAL,9,orthodox,34,97,6,'{w,w}',VISITANTE,3,orthodox,10,90,6,'{w,w}',34,32
L,Russia,12,welterweight,VISITANTE,3,orthodox,12,67,2,'{w,w}',LOCAL,3,orthodox,11,91,6,'{w,w}',29,23
W,'United Kingdom',6,'super featherweight',LOCAL,3,orthodox,12,100,6,'{w,w}',VISITANTE,8,orthodox,33,48,-4,'{w,l}',20,28
W,USA,8,'super middleweight',LOCAL,2,orthodox,12,100,6,'{w,w}',LOCAL,3,southpaw,12,83,2,'{w,w}',24,23
W,Argentina,6,bantamweight,LOCAL,6,orthodox,45,27,-3,'{l,d}',LOCAL,2,orthodox,10,90,6,'{w,w}',29,22
L,Mexico,10,bantamweight,LOCAL,6,orthodox,35,63,2,'{w,l}',LOCAL,3,orthodox,20,95,4,'{l,w}',22,20
L,Thailand,12,bantamweight,VISITANTE,5,orthodox,27,44,-1,'{d,w}',LOCAL,9,orthodox,45,96,6,'{w,w}',23,29
L,Nicaragua,4,minimumweight,LOCAL,2,orthodox,7,29,-2,'{l,l}',LOCAL,2,orthodox,6,83,4,'{w,w}',22,21
W,Japan,8,'super lightweight',LOCAL,4,orthodox,14,71,6,'{w,w}',LOCAL,6,orthodox,13,46,-1,'{l,w}',26,26
W,Mexico,8,'super bantamweight',LOCAL,1,orthodox,8,88,4,'{w,w}',LOCAL,17,southpaw,41,51,0,'{l,w}',24,36
L,Peru,8,middleweight,VISITANTE,10,southpaw,42,29,-3,'{w,l}',LOCAL,9,orthodox,27,100,6,'{w,w}',31,29
W,Japan,10,bantamweight,LOCAL,4,orthodox,12,75,5,'{w,d}',VISITANTE,4,orthodox,16,69,4,'{l,w}',21,23
D,USA,12,welterweight,LOCAL,10,orthodox,32,97,4,'{w,l}',VISITANTE,6,orthodox,25,92,2,'{w,l}',30,28
L,Philippines,10,featherweight,LOCAL,7,orthodox,25,28,-4,'{l,l}',LOCAL,3,orthodox,15,87,2,'{w,l}',27,21
L,Australia,12,welterweight,VISITANTE,6,southpaw,20,90,2,'{w,w}',LOCAL,6,orthodox,18,78,4,'{w,w}',22,31
L,Japan,8,'super flyweight',LOCAL,16,orthodox,46,50,-3,'{l,d}',VISITANTE,4,orthodox,14,79,0,'{w,l}',33,23
L,Canada,6,'light heavyweight',LOCAL,3,orthodox,8,88,6,'{w,w}',VISITANTE,12,orthodox,30,67,0,'{l,l}',32,34
L,Mexico,12,flyweight,LOCAL,4,orthodox,19,37,2,'{w,w}',LOCAL,8,orthodox,31,87,6,'{w,w}',21,26
L,USA,10,bantamweight,VISITANTE,4,orthodox,19,79,0,'{l,w}',LOCAL,6,orthodox,21,81,6,'{w,w}',21,24
W,Philippines,8,minimumweight,LOCAL,1,orthodox,7,86,5,'{d,w}',LOCAL,7,southpaw,45,18,-6,'{l,l}',19,29
L,Japan,12,bantamweight,VISITANTE,8,orthodox,43,86,6,'{w,w}',LOCAL,8,southpaw,23,91,6,'{w,w}',25,31
W,Thailand,12,flyweight,LOCAL,4,orthodox,23,78,6,'{w,w}',VISITANTE,5,southpaw,11,82,2,'{w,l}',28,25
L,Thailand,12,featherweight,VISITANTE,12,orthodox,78,46,-2,'{w,l}',LOCAL,6,orthodox,28,100,6,'{w,w}',31,24
W,Mexico,10,'super welterweight',LOCAL,4,orthodox,14,86,3,'{w,w}',VISITANTE,16,southpaw,59,92,4,'{w,w}',25,33
L,'United Kingdom',10,'super featherweight',VISITANTE,2,orthodox,15,73,6,'{w,w}',LOCAL,2,orthodox,9,100,6,'{w,w}',21,21
L,Argentina,10,middleweight,LOCAL,3,orthodox,23,57,-2,'{w,l}',LOCAL,5,orthodox,26,73,0,'{l,w}',23,29
W,Japan,5,flyweight,LOCAL,2,orthodox,9,89,4,'{w,w}',LOCAL,1,southpaw,7,86,5,'{w,d}',25,23
L,Thailand,12,welterweight,VISITANTE,4,orthodox,10,80,2,'{l,l}',LOCAL,6,orthodox,26,100,6,'{w,w}',22,22
L,Thailand,6,flyweight,VISITANTE,1,southpaw,6,83,4,'{l,w}',LOCAL,2,orthodox,8,75,2,'{w,l}',19,19
W,Philippines,12,lightweight,LOCAL,3,southpaw,18,94,6,'{w,w}',LOCAL,1,orthodox,8,75,4,'{w,w}',22,23
L,Montenegro,8,middleweight,VISITANTE,3,orthodox,10,30,-1,'{l,d}',LOCAL,5,orthodox,17,100,6,'{w,w}',25,24
L,Peru,8,middleweight,VISITANTE,10,orthodox,38,58,-6,'{l,l}',LOCAL,9,orthodox,28,100,6,'{w,w}',31,29
W,Japan,8,'light heavyweight',LOCAL,12,orthodox,29,83,4,'{l,w}',VISITANTE,6,orthodox,16,63,4,'{l,w}',30,34
L,Thailand,12,minimumweight,VISITANTE,6,orthodox,16,63,2,'{l,w}',LOCAL,6,orthodox,29,100,6,'{w,w}',24,27
W,USA,12,'super welterweight',VISITANTE,10,orthodox,37,95,2,'{l,w}',VISITANTE,18,orthodox,37,78,0,'{l,w}',30,37
D,Argentina,4,heavyweight,LOCAL,3,orthodox,16,63,-2,'{l,l}',LOCAL,2,orthodox,11,45,-4,'{l,l}',29,32
W,Australia,10,flyweight,VISITANTE,5,southpaw,22,91,5,'{d,w}',VISITANTE,14,southpaw,57,61,0,'{w,l}',22,30
W,Austria,8,middleweight,LOCAL,11,orthodox,33,82,4,'{l,w}',VISITANTE,6,orthodox,45,44,0,'{l,w}',35,27
L,Finland,12,lightweight,VISITANTE,9,orthodox,30,87,2,'{l,w}',LOCAL,7,orthodox,22,100,6,'{w,w}',35,26
W,Japan,5,minimumweight,LOCAL,1,orthodox,6,100,6,'{w,w}',LOCAL,2,southpaw,7,86,6,'{w,w}',20,26
L,Philippines,10,'light flyweight',LOCAL,7,southpaw,26,50,-4,'{w,l}',LOCAL,4,southpaw,21,57,3,'{w,l}',26,22
W,'United Kingdom',12,bantamweight,LOCAL,9,southpaw,27,93,6,'{w,w}',LOCAL,4,orthodox,14,86,4,'{l,w}',28,32
L,Argentina,10,middleweight,LOCAL,4,orthodox,23,91,2,'{w,l}',LOCAL,7,orthodox,42,81,0,'{w,l}',29,26
W,'United Kingdom',10,middleweight,LOCAL,3,orthodox,16,100,6,'{w,w}',VISITANTE,5,southpaw,21,90,2,'{w,w}',24,32
L,USA,8,middleweight,LOCAL,2,orthodox,10,100,6,'{w,w}',LOCAL,3,orthodox,13,69,-1,'{d,w}',30,28
L,Philippines,12,'light flyweight',VISITANTE,2,orthodox,11,73,2,'{l,w}',LOCAL,3,southpaw,17,94,6,'{w,w}',27,20
L,Ukraine,12,middleweight,VISITANTE,6,orthodox,21,81,0,'{l,w}',LOCAL,6,orthodox,21,95,6,'{w,w}',28,25
L,Italy,6,welterweight,VISITANTE,0,orthodox,10,90,4,'{w,w}',LOCAL,2,orthodox,9,78,2,'{w,l}',22,31
W,Mexico,12,bantamweight,LOCAL,4,orthodox,23,83,4,'{w,w}',VISITANTE,9,southpaw,31,84,0,'{w,l}',20,30
W,Philippines,8,'light flyweight',LOCAL,2,orthodox,9,67,4,'{w,w}',LOCAL,1,southpaw,10,80,4,'{w,w}',20,19
L,Germany,8,heavyweight,VISITANTE,8,orthodox,33,73,0,'{l,w}',VISITANTE,12,orthodox,35,83,6,'{w,w}',35,34
L,Argentina,8,middleweight,LOCAL,10,southpaw,30,90,4,'{l,w}',LOCAL,6,southpaw,23,65,3,'{w,w}',35,30
L,Japan,12,'super bantamweight',VISITANTE,6,orthodox,22,59,1,'{d,w}',LOCAL,7,southpaw,20,70,3,'{w,w}',23,25
W,USA,8,welterweight,LOCAL,4,orthodox,18,100,6,'{w,w}',VISITANTE,8,orthodox,20,50,-5,'{l,l}',28,32
L,Spain,6,'super featherweight',VISITANTE,8,orthodox,52,60,2,'{l,w}',LOCAL,3,orthodox,12,100,6,'{w,w}',24,30
L,'United Kingdom',3,lightweight,LOCAL,6,orthodox,38,79,1,'{w,l}',LOCAL,3,southpaw,15,100,6,'{w,w}',28,22
L,USA,10,'super welterweight',VISITANTE,6,orthodox,20,100,6,'{w,w}',LOCAL,9,orthodox,15,73,0,'{l,l}',23,35
W,Germany,12,'super middleweight',LOCAL,3,orthodox,16,94,6,'{w,w}',VISITANTE,3,orthodox,9,89,6,'{w,w}',18,23
L,Kazakhstan,10,bantamweight,VISITANTE,6,orthodox,21,76,2,'{l,l}',LOCAL,5,orthodox,18,94,6,'{w,w}',32,28
L,Germany,12,'super middleweight',VISITANTE,9,orthodox,31,90,0,'{w,l}',LOCAL,3,orthodox,16,100,6,'{w,w}',36,22
L,France,10,lightweight,VISITANTE,13,orthodox,48,48,-2,'{w,w}',LOCAL,2,southpaw,10,90,6,'{w,w}',33,21
W,Japan,8,bantamweight,LOCAL,4,orthodox,10,70,0,'{w,w}',LOCAL,7,southpaw,14,57,0,'{w,w}',22,31
W,Japan,8,'super featherweight',LOCAL,4,orthodox,13,92,4,'{w,w}',LOCAL,6,orthodox,15,67,0,'{l,w}',26,35
L,Argentina,10,middleweight,LOCAL,4,orthodox,16,75,2,'{l,w}',LOCAL,6,southpaw,25,68,4,'{w,w}',24,30
W,Japan,5,featherweight,LOCAL,1,southpaw,7,86,4,'{w,w}',LOCAL,2,orthodox,8,75,3,'{d,w}',21,22
W,USA,10,'super lightweight',LOCAL,6,orthodox,28,96,4,'{w,l}',LOCAL,7,orthodox,19,89,3,'{w,l}',24,28
W,'United Kingdom',12,lightweight,LOCAL,12,orthodox,48,77,4,'{w,w}',VISITANTE,7,orthodox,21,90,2,'{w,w}',31,27
L,USA,8,'super lightweight',VISITANTE,11,orthodox,49,51,4,'{w,w}',LOCAL,6,orthodox,24,96,4,'{w,w}',29,29
L,USA,10,'super welterweight',LOCAL,4,southpaw,16,94,5,'{w,d}',LOCAL,6,orthodox,27,85,3,'{d,w}',25,25
D,Poland,8,'super lightweight',VISITANTE,7,orthodox,21,52,2,'{d,w}',LOCAL,2,orthodox,12,100,6,'{w,w}',26,31
L,USA,12,lightweight,VISITANTE,8,southpaw,31,90,4,'{w,w}',LOCAL,4,orthodox,24,100,6,'{w,w}',26,22
L,USA,8,'super lightweight',VISITANTE,15,southpaw,35,74,-2,'{w,l}',LOCAL,7,orthodox,31,97,4,'{w,l}',32,26
L,Mexico,8,'light flyweight',LOCAL,1,orthodox,8,75,3,'{w,w}',LOCAL,2,orthodox,7,100,6,'{w,w}',16,23
W,USA,6,cruiserweight,VISITANTE,4,orthodox,9,89,6,'{w,w}',LOCAL,2,orthodox,10,50,0,'{l,l}',30,30
L,Australia,12,'super featherweight',VISITANTE,2,orthodox,13,100,6,'{w,w}',LOCAL,2,orthodox,12,92,5,'{w,w}',22,23
W,USA,10,middleweight,VISITANTE,4,orthodox,15,93,4,'{w,l}',LOCAL,4,orthodox,15,93,6,'{w,w}',30,28
W,Philippines,12,flyweight,LOCAL,8,southpaw,19,79,4,'{w,w}',VISITANTE,6,orthodox,17,71,4,'{w,w}',25,24
W,Ukraine,8,welterweight,LOCAL,12,orthodox,37,95,2,'{l,w}',VISITANTE,4,orthodox,20,95,6,'{w,w}',37,26
D,Argentina,6,'super lightweight',LOCAL,5,orthodox,23,91,4,'{w,w}',LOCAL,2,orthodox,15,67,0,'{l,l}',25,23
L,Brazil,11,welterweight,LOCAL,6,orthodox,20,75,2,'{w,w}',LOCAL,10,orthodox,34,88,4,'{w,w}',35,34
W,Venezuela,9,lightweight,LOCAL,4,orthodox,12,92,6,'{w,w}',VISITANTE,2,orthodox,9,89,6,'{w,w}',25,25
W,USA,10,'super lightweight',LOCAL,6,orthodox,17,94,6,'{w,w}',LOCAL,5,orthodox,20,90,4,'{w,l}',31,31
L,Brazil,12,heavyweight,VISITANTE,2,orthodox,13,77,1,'{w,l}',LOCAL,14,orthodox,57,81,4,'{w,w}',28,36
L,Argentina,12,'super welterweight',LOCAL,8,orthodox,37,70,2,'{w,w}',LOCAL,7,orthodox,40,83,4,'{w,l}',29,26
W,Japan,8,flyweight,LOCAL,9,orthodox,22,41,-2,'{w,w}',LOCAL,5,orthodox,17,65,4,'{w,d}',29,21
W,'South Korea',10,flyweight,VISITANTE,3,orthodox,15,40,1,'{w,d}',LOCAL,10,orthodox,13,69,1,'{d,w}',25,31
L,Mexico,10,lightweight,LOCAL,4,orthodox,33,58,0,'{w,w}',LOCAL,8,orthodox,25,80,2,'{w,l}',21,25
W,USA,10,lightweight,VISITANTE,10,orthodox,34,91,2,'{l,l}',VISITANTE,19,orthodox,72,72,-3,'{l,w}',26,37
W,Philippines,12,bantamweight,LOCAL,4,southpaw,12,83,4,'{w,w}',LOCAL,7,southpaw,32,66,0,'{l,w}',23,27
D,USA,10,'super welterweight',VISITANTE,3,southpaw,15,100,6,'{w,w}',VISITANTE,8,orthodox,22,77,6,'{w,w}',28,27
L,'United Kingdom',10,'super featherweight',VISITANTE,11,orthodox,46,85,1,'{w,l}',LOCAL,5,orthodox,18,94,4,'{w,w}',31,27
W,Mexico,6,flyweight,LOCAL,2,southpaw,7,86,4,'{l,w}',LOCAL,5,southpaw,31,52,-4,'{l,l}',17,26
W,Argentina,6,lightweight,LOCAL,4,orthodox,18,94,4,'{w,l}',LOCAL,12,southpaw,44,25,-5,'{l,l}',23,34
W,Philippines,10,'super bantamweight',LOCAL,7,orthodox,26,73,0,'{l,w}',LOCAL,6,orthodox,22,32,-4,'{w,l}',26,26
W,Argentina,10,featherweight,LOCAL,2,orthodox,15,100,6,'{w,w}',LOCAL,10,orthodox,36,47,-3,'{l,l}',25,33
L,Romania,12,featherweight,VISITANTE,7,orthodox,47,72,6,'{w,w}',LOCAL,6,orthodox,14,100,6,'{w,w}',25,30
L,'United Kingdom',10,welterweight,LOCAL,7,orthodox,12,92,4,'{w,w}',LOCAL,4,orthodox,11,91,6,'{w,w}',28,23
L,Italy,6,middleweight,VISITANTE,9,orthodox,62,18,-6,'{l,l}',LOCAL,2,orthodox,10,60,1,'{l,w}',33,29
W,Argentina,12,middleweight,LOCAL,3,orthodox,17,94,4,'{w,w}',VISITANTE,13,southpaw,40,83,4,'{w,w}',25,37
L,Japan,4,flyweight,LOCAL,3,orthodox,7,29,0,'{l,w}',LOCAL,9,orthodox,13,15,-4,'{l,l}',26,34
L,Japan,8,featherweight,LOCAL,7,southpaw,21,71,4,'{w,l}',VISITANTE,7,orthodox,24,54,-1,'{l,l}',27,24
W,Philippines,10,'super bantamweight',LOCAL,1,orthodox,12,100,6,'{w,w}',LOCAL,12,orthodox,44,61,0,'{l,l}',18,28
W,Argentina,6,middleweight,LOCAL,2,orthodox,15,67,0,'{l,l}',LOCAL,3,orthodox,10,60,2,'{l,w}',22,27
L,Thailand,12,flyweight,VISITANTE,3,southpaw,11,91,4,'{w,w}',LOCAL,2,orthodox,16,100,6,'{w,w}',21,30
W,Germany,10,'super middleweight',LOCAL,2,orthodox,11,100,6,'{w,w}',VISITANTE,2,orthodox,12,83,6,'{w,w}',21,22
L,Russia,10,lightweight,VISITANTE,11,orthodox,35,51,0,'{l,l}',LOCAL,5,orthodox,16,94,4,'{l,w}',30,28
L,Japan,8,'super lightweight',LOCAL,5,orthodox,16,81,4,'{w,w}',LOCAL,7,southpaw,19,84,6,'{w,w}',25,25
L,Mexico,12,'super lightweight',LOCAL,15,orthodox,67,67,-1,'{l,w}',LOCAL,4,orthodox,22,95,6,'{w,w}',36,25
L,Japan,12,'super welterweight',LOCAL,8,orthodox,24,63,5,'{w,w}',VISITANTE,5,orthodox,20,90,6,'{w,w}',27,29
L,USA,4,heavyweight,LOCAL,17,orthodox,23,61,-6,'{l,l}',VISITANTE,5,orthodox,22,73,-2,'{l,l}',41,25
W,Switzerland,8,heavyweight,LOCAL,4,orthodox,22,100,6,'{w,w}',VISITANTE,4,orthodox,22,95,4,'{w,w}',28,27
W,USA,8,'super featherweight',LOCAL,4,orthodox,14,100,6,'{w,w}',VISITANTE,5,orthodox,12,100,6,'{w,w}',21,28
W,Uruguay,6,middleweight,LOCAL,10,orthodox,54,83,2,'{l,w}',VISITANTE,6,orthodox,29,76,4,'{w,w}',33,30
W,USA,10,heavyweight,LOCAL,14,southpaw,13,100,6,'{w,w}',VISITANTE,9,orthodox,39,59,0,'{w,l}',38,34
L,Mexico,8,'super lightweight',LOCAL,4,orthodox,35,57,2,'{l,w}',LOCAL,5,orthodox,21,81,2,'{w,w}',21,25
L,Germany,8,heavyweight,VISITANTE,14,orthodox,33,76,-4,'{l,l}',VISITANTE,1,orthodox,6,100,6,'{w,w}',33,28
W,Argentina,4,lightweight,LOCAL,3,orthodox,13,31,-2,'{w,l}',LOCAL,10,orthodox,22,45,-4,'{l,l}',25,34
W,Australia,6,cruiserweight,LOCAL,1,orthodox,7,100,6,'{w,w}',LOCAL,2,orthodox,9,67,5,'{d,w}',22,30
L,Uruguay,10,'super welterweight',LOCAL,5,orthodox,35,91,4,'{l,w}',VISITANTE,5,orthodox,21,90,6,'{w,w}',28,29
L,'United Kingdom',10,'super middleweight',VISITANTE,6,orthodox,28,57,2,'{w,l}',LOCAL,2,orthodox,9,100,6,'{w,w}',34,24
L,Italy,6,middleweight,VISITANTE,1,orthodox,12,33,-6,'{l,l}',LOCAL,3,orthodox,12,92,4,'{w,l}',24,25
W,'United Kingdom',6,middleweight,LOCAL,2,southpaw,7,100,6,'{w,w}',LOCAL,7,orthodox,17,18,-5,'{l,l}',20,25
L,Philippines,10,bantamweight,LOCAL,3,orthodox,11,100,6,'{w,w}',LOCAL,3,southpaw,10,90,4,'{w,w}',20,21
L,USA,8,'super welterweight',LOCAL,3,orthodox,11,100,6,'{w,w}',LOCAL,3,southpaw,14,93,4,'{l,w}',22,23
L,Japan,8,'super welterweight',LOCAL,2,orthodox,8,75,5,'{w,w}',LOCAL,8,orthodox,24,75,2,'{l,w}',23,29
L,Peru,10,lightweight,VISITANTE,5,orthodox,22,82,2,'{l,w}',LOCAL,6,orthodox,14,100,6,'{w,w}',29,27
W,Germany,6,welterweight,VISITANTE,12,southpaw,14,86,6,'{w,w}',VISITANTE,13,orthodox,45,42,-2,'{l,l}',33,37
L,USA,6,'super middleweight',VISITANTE,14,orthodox,23,57,-2,'{w,l}',LOCAL,10,orthodox,31,84,-2,'{l,l}',34,35
W,USA,8,cruiserweight,LOCAL,4,orthodox,17,65,3,'{w,w}',LOCAL,4,orthodox,10,60,0,'{l,w}',29,28
W,USA,12,'super bantamweight',VISITANTE,7,orthodox,26,85,0,'{w,l}',VISITANTE,2,orthodox,11,100,6,'{w,w}',28,20
L,USA,8,heavyweight,LOCAL,11,orthodox,17,41,-3,'{w,l}',LOCAL,5,orthodox,15,67,1,'{w,w}',36,23
W,Japan,8,lightweight,LOCAL,5,southpaw,16,69,3,'{w,w}',VISITANTE,5,orthodox,18,78,2,'{w,l}',25,21
W,Nicaragua,8,flyweight,LOCAL,1,orthodox,11,100,6,'{w,w}',LOCAL,2,orthodox,13,54,2,'{w,w}',22,29
L,Panama,8,'super featherweight',LOCAL,5,orthodox,18,33,0,'{w,w}',VISITANTE,8,orthodox,20,95,6,'{w,w}',25,29
D,Philippines,10,'super flyweight',LOCAL,2,southpaw,10,100,6,'{w,w}',LOCAL,7,orthodox,31,42,-3,'{l,d}',22,28
W,Thailand,12,featherweight,LOCAL,9,orthodox,42,100,6,'{w,w}',VISITANTE,8,orthodox,25,52,3,'{w,w}',27,23
W,Philippines,6,minimumweight,LOCAL,4,southpaw,27,19,-4,'{l,l}',LOCAL,3,orthodox,7,57,0,'{l,l}',26,21
D,Japan,8,'super bantamweight',LOCAL,3,southpaw,11,82,4,'{w,l}',LOCAL,3,southpaw,10,60,1,'{l,l}',24,21
W,Japan,10,'light flyweight',LOCAL,6,orthodox,23,87,6,'{w,w}',LOCAL,3,orthodox,10,70,5,'{w,d}',24,21
W,Italy,10,'super featherweight',LOCAL,2,orthodox,11,82,6,'{w,w}',LOCAL,7,orthodox,20,70,4,'{d,w}',25,34
L,USA,10,'super bantamweight',VISITANTE,5,orthodox,22,73,2,'{l,w}',VISITANTE,6,orthodox,32,88,6,'{w,w}',25,23
D,Mexico,12,'light flyweight',LOCAL,6,orthodox,19,53,2,'{d,l}',LOCAL,3,orthodox,14,100,6,'{w,w}',22,21
W,'United Kingdom',12,'super lightweight',LOCAL,9,orthodox,28,86,3,'{w,w}',VISITANTE,7,orthodox,21,76,2,'{l,w}',33,28
W,Mexico,6,'super flyweight',VISITANTE,6,southpaw,26,88,4,'{l,w}',LOCAL,12,orthodox,58,52,0,'{l,w}',23,31
L,Japan,6,welterweight,LOCAL,7,orthodox,10,80,4,'{w,w}',LOCAL,4,orthodox,8,75,4,'{w,w}',25,27
L,Argentina,8,'super bantamweight',LOCAL,7,orthodox,54,28,-2,'{l,l}',LOCAL,7,orthodox,42,60,6,'{w,w}',30,29
W,Italy,6,'light heavyweight',LOCAL,5,orthodox,16,69,6,'{w,w}',VISITANTE,1,southpaw,7,71,4,'{w,w}',29,18
W,Spain,10,'super lightweight',LOCAL,4,orthodox,19,84,2,'{l,w}',LOCAL,4,orthodox,17,47,2,'{w,w}',30,34
L,'United Kingdom',12,middleweight,VISITANTE,6,orthodox,16,88,5,'{w,w}',LOCAL,4,orthodox,19,95,4,'{w,l}',28,25
W,Argentina,6,welterweight,LOCAL,3,southpaw,17,76,3,'{w,w}',LOCAL,5,orthodox,24,50,-2,'{l,l}',27,25
W,USA,4,cruiserweight,LOCAL,3,orthodox,8,88,4,'{l,w}',LOCAL,13,orthodox,31,42,-4,'{w,l}',29,37
W,Philippines,10,'super bantamweight',LOCAL,4,orthodox,17,94,6,'{w,w}',LOCAL,11,orthodox,33,64,-2,'{l,l}',24,28
W,Germany,12,'light heavyweight',LOCAL,9,orthodox,29,90,3,'{l,w}',LOCAL,7,orthodox,26,96,6,'{w,w}',31,32
W,Japan,8,bantamweight,LOCAL,3,orthodox,11,100,6,'{w,w}',VISITANTE,18,orthodox,68,93,4,'{l,w}',20,37
L,France,10,lightweight,VISITANTE,9,orthodox,32,31,-3,'{d,l}',LOCAL,5,southpaw,20,85,2,'{w,l}',30,24
W,USA,10,cruiserweight,LOCAL,6,southpaw,19,89,6,'{w,w}',LOCAL,6,orthodox,24,75,0,'{l,l}',26,31
W,Mexico,10,'super flyweight',LOCAL,7,orthodox,22,77,6,'{w,w}',LOCAL,13,orthodox,53,42,-4,'{l,w}',24,32
L,Panama,8,'super flyweight',LOCAL,2,orthodox,11,91,4,'{w,w}',LOCAL,2,orthodox,10,90,4,'{w,w}',21,20
L,Japan,8,'super featherweight',LOCAL,2,orthodox,10,50,3,'{w,l}',LOCAL,4,orthodox,10,60,-1,'{l,w}',27,22
W,'Puerto Rico',10,lightweight,LOCAL,3,orthodox,16,100,6,'{w,w}',VISITANTE,8,orthodox,29,83,-2,'{l,w}',21,27
W,USA,10,welterweight,LOCAL,5,orthodox,14,93,6,'{w,w}',LOCAL,15,orthodox,44,80,-2,'{w,l}',30,34
W,Philippines,10,'super flyweight',LOCAL,2,southpaw,16,94,6,'{w,w}',LOCAL,7,orthodox,33,24,-6,'{l,l}',21,26
W,Japan,4,flyweight,LOCAL,3,orthodox,9,33,-3,'{d,l}',LOCAL,10,orthodox,12,25,-2,'{l,l}',24,34
L,USA,8,'super lightweight',VISITANTE,4,southpaw,14,71,2,'{w,l}',LOCAL,4,orthodox,19,89,4,'{w,w}',21,22
L,Japan,8,featherweight,LOCAL,14,orthodox,34,50,1,'{w,l}',LOCAL,9,orthodox,20,80,6,'{w,w}',33,26
W,Argentina,12,flyweight,LOCAL,8,southpaw,29,93,6,'{w,w}',VISITANTE,6,orthodox,26,77,4,'{l,w}',32,21
W,USA,12,heavyweight,VISITANTE,6,orthodox,25,100,6,'{w,w}',LOCAL,8,orthodox,33,64,1,'{l,w}',31,34
L,Colombia,8,'super bantamweight',LOCAL,10,orthodox,16,31,-6,'{l,l}',LOCAL,3,orthodox,9,67,2,'{l,w}',34,26
W,Argentina,6,'super welterweight',LOCAL,11,southpaw,33,85,0,'{w,l}',LOCAL,6,orthodox,18,61,-2,'{l,l}',36,30
